latitude,longitude,element,id,building,name,addr:street,name:en,tourism,addr:housenumber,addr:postcode,addr:block_number,addr:place,residential,building:levels,building:roof,building:structure,building:use,building:walls,addr:city,phone,amenity,addr:housename,addr:district,addr:province,addr:subdistrict,addr:neighbourhood,height,addr:full,description,religion,addr:unit,addr:suburb,house,landuse,shop,layer,noaddress,addr:block,smoking,cuisine,healthcare,delivery,mobile,not:name,opening_hours,takeaway,website,air_conditioning,branch,brand,brand:wikidata,brand:wikipedia,name:id,name:ja,operator,payment:cash,payment:credit_cards,payment:debit_cards,toilets,toilets:access,building:flats,alt_name,level,payment:contactless,payment:electronic_purses,payment:qr_code,wheelchair,official_name,natural,social_facility,social_facility:for,note,category,nearest_node,network_distance_m
-6.9355187,107.5806499,way,1381334942,house,,Jalan Taman Kaliandra,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5348511587,9199.206586737504
-6.9355427,107.58074665531608,way,1381334943,house,,Jalan Taman Kaliandra,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5348511587,9199.206586737504
-6.93524205,107.57944969916244,way,1381334945,house,,Bulevar Taman Sakura,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483765,9051.188695500521
-6.93388665,107.57969716661712,way,1381334946,house,,Bulevar Taman Sakura,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.93405135,107.57967393338288,way,1381334947,house,,Bulevar Taman Sakura,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.93421615,107.5796506972755,way,1381334948,house,,Bulevar Taman Sakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.93438085,107.57962745273625,way,1381334949,house,,Bulevar Taman Sakura,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9345456500000004,107.5796042,way,1381334950,house,,Bulevar Taman Sakura,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9347104,107.57958099999999,way,1381334951,house,,Bulevar Taman Sakura,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.93372765,107.57974504775103,way,1381334952,house,,Bulevar Taman Sakura,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9336059500000005,107.57976410223719,way,1381334953,house,,Bulevar Taman Sakura,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9334843,107.57978315,way,1381334954,house,,Bulevar Taman Sakura,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.933362649999999,107.57980219776282,way,1381334955,house,,Bulevar Taman Sakura,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.93324095,107.57982123791919,way,1381334956,house,,Bulevar Taman Sakura,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.9331192999999995,107.57984026433854,way,1381334957,house,,Bulevar Taman Sakura,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.9329368,107.579868810682,way,1381334958,house,,Bulevar Taman Sakura,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.93478765,107.58083882971484,way,1381334959,house,,Jalan Taman Pinus,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.93477,107.58070577343473,way,1381334960,house,,Jalan Taman Pinus,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.93475235,107.58057269684159,way,1381334961,house,,Jalan Taman Pinus,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.93473465,107.58043960315842,way,1381334962,house,,Jalan Taman Pinus,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.934717,107.5803065,way,1381334963,house,,Jalan Taman Pinus,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.93469935,107.58017339684159,way,1381334964,house,,Jalan Taman Pinus,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.93511335,107.57993275,way,1381334965,house,,Bulevar Taman Sakura,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483765,9051.188695500521
-6.93500635,107.57994465,way,1381334966,house,,Bulevar Taman Sakura,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483765,9051.188695500521
-6.93489935,107.57995654999999,way,1381334967,house,,Bulevar Taman Sakura,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.93479235,107.57996844784267,way,1381334968,house,,Bulevar Taman Sakura,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9346853,107.57998615365335,way,1381334969,house,,Bulevar Taman Sakura,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.934582300000001,107.58000565,way,1381334970,house,,Bulevar Taman Sakura,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9349794,107.58198738699275,way,1381334971,house,,Jalan Taman Kaktus,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483754,9201.192793843062
-6.934987700000001,107.5818445494684,way,1381334972,house,,Jalan Taman Kaktus,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483754,9201.192793843062
-6.9350001,107.58170185475532,way,1381334973,house,,Jalan Taman Kaktus,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483754,9201.192793843062
-6.935011149999999,107.5814829761976,way,1381334974,house,,Jalan Taman Kaktus,,,2;4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.9347525,107.58214332062123,way,1381334975,house,,Jalan Taman Kaktus,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483754,9201.192793843062
-6.93472905,107.58205182983575,way,1381334976,house,,Jalan Taman Kaktus,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483754,9201.192793843062
-6.93471695,107.58196277016425,way,1381334977,house,,Jalan Taman Kaktus,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483754,9201.192793843062
-6.93470475,107.5818737265977,way,1381334978,house,,Jalan Taman Kaktus,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483754,9201.192793843062
-6.934692549999999,107.58178467665263,way,1381334979,house,,Jalan Taman Kaktus,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.9346803999999995,107.58169562659853,way,1381334980,house,,Jalan Taman Kaktus,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.93465645,107.58152037032232,way,1381334981,house,,Jalan Taman Kaktus,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.933350600000001,107.58176710000001,way,1381334982,house,,Jalan Taman Bougenville,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93347895,107.581749,way,1381334983,house,,Jalan Taman Bougenville,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9336073,107.5817309,way,1381334984,house,,Jalan Taman Bougenville,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5348511619,8359.699639561293
-6.9337357,107.58171279999999,way,1381334985,house,,Jalan Taman Bougenville,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5348511619,8359.699639561293
-6.93386405,107.58169471436088,way,1381334986,house,,Jalan Taman Bougenville,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5348511619,8359.699639561293
-6.933992399999999,107.58167689735319,way,1381334987,house,,Jalan Taman Bougenville,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.93411115,107.58159464155881,way,1381334988,house,,Jalan Taman Bougenville,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.9342398,107.58157675253804,way,1381334989,house,,Jalan Taman Bougenville,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.9343682,107.58155864746195,way,1381334990,house,,Jalan Taman Bougenville,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.93449675,107.5815418875872,way,1381334991,house,,Jalan Taman Bougenville,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.934407050000001,107.58111466945536,way,1381334994,house,,Jalan Taman Pinus,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.93429745,107.58058829638682,way,1381334995,house,,Jalan Taman Pinus,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9343667,107.58042229837027,way,1381334996,house,,Bulevar Taman Sakura,,,22B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9335777499999995,107.58126115262172,way,1381334998,house,,Jalan Taman Bougenville,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.933730949999999,107.58123409999999,way,1381334999,house,,Jalan Taman Bougenville,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93388415,107.58120703513381,way,1381335000,house,,Jalan Taman Bougenville,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.9340373500000005,107.58117996224445,way,1381335001,house,,Jalan Taman Bougenville,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.93419045,107.58115293775555,way,1381335002,house,,Jalan Taman Bougenville,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483737,9096.48000355146
-6.9334301499999995,107.58128652795247,way,1381335003,house,,Jalan Taman Bougenville,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93321305,107.58140807973786,way,1381335004,house,,Jalan Taman Palem,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9331878,107.58122808855182,way,1381335005,house,,Jalan Taman Palem,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93317575,107.58104454604344,way,1381335006,house,,Jalan Taman Palem,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93320245,107.58085484661923,way,1381335007,house,,Jalan Taman Palem,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93317695,107.58067455338077,way,1381335008,house,,Jalan Taman Palem,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.9330184500000005,107.58053294999999,way,1381335009,house,,Jalan Taman Palem,,,2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.93299565,107.58031396939178,way,1381335010,house,,Bulevar Taman Sakura,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.9331926,107.5803428017322,way,1381335011,house,,Bulevar Taman Sakura,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.933380850000001,107.58031469731003,way,1381335012,house,,Bulevar Taman Sakura,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.9335707499999994,107.58028625,way,1381335013,house,,Bulevar Taman Sakura,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
-6.93376065,107.58025775,way,1381335014,house,,Bulevar Taman Sakura,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9339505500000005,107.58022948032061,way,1381335015,house,,Bulevar Taman Sakura,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.93413985,107.58020141823769,way,1381335016,house,,Bulevar Taman Sakura,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9343232,107.58010279999999,way,1381335017,house,,Bulevar Taman Sakura,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483731,8936.034980448267
-6.9327368,107.58151985343125,way,1381335018,house,,Jalan Taman Sikas,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9327113,107.58134189656874,way,1381335019,house,,Jalan Taman Palem,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93263475,107.58080815,way,1381335021,house,,Jalan Taman Palem,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483166,9139.405763129971
-6.93289095,107.58166751947269,way,1381335023,house,,Jalan Taman Sikas,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93281225,107.58167915287383,way,1381335024,house,,Jalan Taman Sikas,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9327336,107.58169078049555,way,1381335025,house,,Jalan Taman Sikas,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9326549,107.58170240000001,way,1381335026,house,,Jalan Taman Sikas,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9325762,107.58171401950445,way,1381335027,house,,Jalan Taman Sikas,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93240905,107.58203669674866,way,1381335028,house,,Jalan Taman Sikas,,,12C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,9582473892,8429.46961080171
-6.93239845,107.58196459999999,way,1381335029,house,,Jalan Taman Sikas,,,12B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,9582473892,8429.46961080171
-6.93238785,107.58189247184899,way,1381335030,house,,Jalan Taman Sikas,,,12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9325294500000005,107.58191091705672,way,1381335032,house,,Jalan Taman Sikas,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9326229999999995,107.58189805129409,way,1381335033,house,,Jalan Taman Sikas,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93271655,107.58188518609444,way,1381335034,house,,Jalan Taman Sikas,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93290355,107.58185951269643,way,1381335035,house,,Jalan Taman Sikas,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9329971,107.58184666840184,way,1381335036,house,,Jalan Taman Sikas,,,2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9324441,107.58170510294178,way,1381335037,house,,Jalan Taman Sikas,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93242,107.58153304705823,way,1381335038,house,,Jalan Taman Sikas,,,15;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.93240185,107.58140405,way,1381335039,house,,Jalan Taman Sikas,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9323897500000005,107.58131803042636,way,1381335040,house,,Jalan Taman Sikas,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483180,8912.946085007894
-6.9323777,107.58123197280956,way,1381335041,house,,Jalan Taman Sikas,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483166,9139.405763129971
-6.9323656499999995,107.58114594674598,way,1381335042,house,,Jalan Taman Sikas,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483166,9139.405763129971
-6.93235355,107.58105995,way,1381335043,house,,Jalan Taman Sikas,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483166,9139.405763129971
-6.93234145,107.58097392718886,way,1381335044,house,,Jalan Taman Sikas,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483166,9139.405763129971
-6.93232935,107.58088787606516,way,1381335045,house,,Jalan Taman Sikas,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483166,9139.405763129971
-6.9323173,107.58080185,way,1381335046,house,,Jalan Taman Sikas,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483166,9139.405763129971
-6.932305250000001,107.58071584674599,way,1381335047,house,,Jalan Taman Sikas,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483166,9139.405763129971
-6.93229315,107.58062985000001,way,1381335061,house,,Jalan Taman Sikas,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483166,9139.405763129971
-6.9291585,107.58211854999999,way,1381335062,house,,Jalan Taman Mimosa,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5862568892,9260.764207374657
-6.9292527,107.58210299999999,way,1381335063,house,,Jalan Taman Mimosa,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5862568892,9260.764207374657
-6.9293469000000005,107.58208741794056,way,1381335064,house,,Jalan Taman Mimosa,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5862568892,9260.764207374657
-6.9294411,107.58207188205944,way,1381335065,house,,Jalan Taman Mimosa,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5862568892,9260.764207374657
-6.9295352999999995,107.5820563,way,1381335066,house,,Jalan Taman Mimosa,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5862568892,9260.764207374657
-6.9296295,107.58204075,way,1381335067,house,,Jalan Taman Mimosa,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5862568892,9260.764207374657
-6.92950785,107.58168585,way,1381335070,house,,Jalan Taman Mimosa,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5862568892,9260.764207374657
-6.92955115,107.5815629717217,way,1381335071,house,,Jalan Taman Mimosa,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5862568892,9260.764207374657
-6.92959445,107.58144013604311,way,1381335072,house,,Jalan Taman Mimosa,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5862568892,9260.764207374657
-6.9296963,107.58112863657293,way,1381335074,house,,Jalan Taman Mimosa,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483147,9053.23713010586
-6.93273555,107.58045627235441,way,1381335075,house,,Jalan Taman Palem,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3115483176,8751.66519619086
