latitude,longitude,element,id,building,name,addr:street,name:en,tourism,addr:housenumber,addr:postcode,addr:block_number,addr:place,residential,building:levels,building:roof,building:structure,building:use,building:walls,addr:city,phone,amenity,addr:housename,addr:district,addr:province,addr:subdistrict,addr:neighbourhood,height,addr:full,description,religion,addr:unit,addr:suburb,house,landuse,shop,layer,noaddress,addr:block,smoking,cuisine,healthcare,delivery,mobile,not:name,opening_hours,takeaway,website,air_conditioning,branch,brand,brand:wikidata,brand:wikipedia,name:id,name:ja,operator,payment:cash,payment:credit_cards,payment:debit_cards,toilets,toilets:access,building:flats,alt_name,level,payment:contactless,payment:electronic_purses,payment:qr_code,wheelchair,official_name,natural,social_facility,social_facility:for,note,category,nearest_node,network_distance_m
-6.8786150500000005,107.58761734999999,way,530326369,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1396740159,7247.796793888383
-6.87881745,107.5874463705362,way,530326370,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1773594472,7329.959847583406
-6.8790614,107.5865592,way,530326371,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.8807347,107.58520534960783,way,530326373,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.8807396,107.58506080000001,way,530326374,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.880236549999999,107.58546916474461,way,530326375,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.8802767,107.58536274969515,way,530326377,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.8803245,107.58524084999999,way,530326378,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.8803323,107.5851147559102,way,530326380,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.880376249999999,107.58499185558517,way,530326381,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.88040945,107.58486530659178,way,530326382,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.8804704999999995,107.58476775,way,530326384,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.880482949999999,107.58465865,way,530326385,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.8805346,107.5845429,way,530326386,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.8805788,107.58439781184111,way,530326388,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5458423133,7553.917780296407
-6.879186949999999,107.58475324423466,way,530326390,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,11347398625,7629.890961313089
-6.87915045,107.5849899,way,530326391,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,11347398625,7629.890961313089
-6.8799237,107.58527295613641,way,530326392,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.8799371,107.58547575,way,530326394,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.87995995,107.58627882033673,way,530326396,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378495,7934.337439410785
-6.880107349999999,107.58607954334087,way,530326397,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.8801366999999995,107.5859936,way,530326398,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.880126649999999,107.58589445000001,way,530326399,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378469,7641.943645406431
-6.87957085,107.58650674424155,way,530326401,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378495,7934.337439410785
-6.87966895,107.5862053071906,way,530326403,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.8797852,107.58603513055093,way,530326404,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.8784862,107.58703413558146,way,530326405,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1773594472,7329.959847583406
-6.8785505,107.5868488280928,way,530326407,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1773594472,7329.959847583406
-6.8786385,107.58651689351221,way,530326409,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.87873525,107.5864171,way,530326410,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.87870795,107.58629435,way,530326411,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.8787297,107.5861999,way,530326413,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.8788192,107.58604879963463,way,530326414,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.87888535,107.58580695552905,way,530326416,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.8789351,107.5856248,way,530326418,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.8790223,107.58539164725447,way,530326419,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10167710741,7485.9384542052785
-6.879014700000001,107.58517076950147,way,530326420,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,11347398625,7629.890961313089
-6.8795535999999995,107.58488709112305,way,530326422,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,11347398625,7629.890961313089
-6.8782495,107.58521882019042,way,530326433,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848405,7593.806493786413
-6.8781820499999995,107.58536341788346,way,530326435,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848405,7593.806493786413
-6.8775651,107.58622615990784,way,530326436,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848399,7474.314182098884
-6.87760005,107.586012,way,530326437,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848399,7474.314182098884
-6.8774051,107.58599694952117,way,530326439,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848399,7474.314182098884
-6.87745785,107.58569504926265,way,530326440,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848401,7533.79889830488
-6.8774862500000005,107.58511042382375,way,530326442,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848405,7593.806493786413
-6.877589,107.58569987440701,way,530326443,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848401,7533.79889830488
-6.87776005,107.58567750985551,way,530326444,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848401,7533.79889830488
-6.87773005,107.58548012559257,way,530326447,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848405,7593.806493786413
-6.87798665,107.58472800027361,way,530326448,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848405,7593.806493786413
-6.87778615,107.58510674977782,way,530326450,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848405,7593.806493786413
-6.8778284,107.58676635,way,530326451,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1773594475,7410.124200752683
-6.87809165,107.5866852058613,way,530326452,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1773594472,7329.959847583406
-6.877958899999999,107.58622174999999,way,530326454,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848399,7474.314182098884
-6.8782073,107.58624445,way,530326456,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848399,7474.314182098884
-6.87824805,107.58612725,way,530326458,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5867237371,7476.278639709387
-6.87831755,107.58598811408297,way,530326459,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5867237371,7476.278639709387
-6.87832565,107.5858266068465,way,530326460,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5867237371,7476.278639709387
-6.8781564500000005,107.58549615000001,way,530326462,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848405,7593.806493786413
-6.8784413,107.5855205,way,530326463,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5867237371,7476.278639709387
-6.87850295,107.58525898076579,way,530326464,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2035848405,7593.806493786413
-6.87842825,107.58467423027736,way,530326466,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5867237373,7620.957642613315
-6.878447599999999,107.58449078789644,way,530326468,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1666931589,7735.465045656935
-6.87859515,107.58499144999999,way,530326469,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5867237373,7620.957642613315
-6.87863165,107.5848498,way,530326470,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5867237373,7620.957642613315
-6.878623899999999,107.58468850153258,way,530326472,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5867237373,7620.957642613315
-6.8787067,107.58454226425798,way,530326473,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5867237373,7620.957642613315
-6.87742055,107.58359075054884,way,530326474,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2007396570,8132.563237897247
-6.87749135,107.5836322740704,way,530326476,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2007396570,8132.563237897247
-6.8775861,107.58364019999999,way,530326478,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2007396570,8132.563237897247
-6.87769215,107.5836498,way,530326479,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2007396570,8132.563237897247
-6.87780115,107.58366912636943,way,530326481,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2007396570,8132.563237897247
-6.877959799999999,107.58365297548963,way,530326482,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1654067465,8193.059268999436
-6.877905800000001,107.5838481,way,530326483,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2007396570,8132.563237897247
-6.8782421,107.58384387619974,way,530326485,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1666931589,7735.465045656935
-6.878106799999999,107.58379457391534,way,530326487,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1666931589,7735.465045656935
-6.8781175,107.5836069,way,530326489,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1654067465,8193.059268999436
-6.87826195,107.58361005,way,530326490,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1654067465,8193.059268999436
-6.8783699,107.58362997416769,way,530326491,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1654067465,8193.059268999436
-6.8783464500000004,107.58384789814568,way,530326493,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1666931589,7735.465045656935
-6.878488,107.583595157798,way,530326495,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2007385367,8251.031218972088
-6.87849205,107.58385804688388,way,530326497,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1666931589,7735.465045656935
-6.87874965,107.5836145747946,way,530326499,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2007385367,8251.031218972088
-6.878841850000001,107.58362550000001,way,530326501,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2007385367,8251.031218972088
-6.87900565,107.58371205,way,530326502,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10230353035,8284.657020025867
-6.882281750000001,107.58393374913662,way,530326522,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378427,7379.298173225414
-6.88217115,107.58397027299799,way,530326524,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,9387184809,7404.62475756256
-6.8821943999999995,107.58417982486459,way,530326526,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,9387184809,7404.62475756256
-6.8823076499999996,107.58416505,way,530326527,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378427,7379.298173225414
-6.8824208,107.58415357431473,way,530326529,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378427,7379.298173225414
-6.882693700000001,107.58413551978902,way,530326531,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378427,7379.298173225414
-6.882386,107.58394035,way,530326532,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,29378427,7379.298173225414
-6.8825223,107.58393634999999,way,530326533,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2016397703,8651.618257923617
-6.8821112499999995,107.58361867585545,way,530326535,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5458423179,8754.596302723121
-6.8822434,107.58354707969457,way,530326536,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2016397703,8651.618257923617
-6.8823309,107.58347886282051,way,530326537,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2016397703,8651.618257923617
-6.882335599999999,107.58362099848257,way,530326539,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2016397703,8651.618257923617
-6.882411449999999,107.583480175,way,530326541,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2016397703,8651.618257923617
-6.8825239499999995,107.58359772830595,way,530326542,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2016397703,8651.618257923617
-6.88251,107.58343713343973,way,530326543,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2016397703,8651.618257923617
-6.88260455,107.58345086501629,way,530326545,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2016397703,8651.618257923617
-6.8825845,107.58326611258853,way,530326547,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,2016397703,8651.618257923617
-6.88186155,107.58184708517021,way,530326565,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,1658431473,8101.446033909246
-6.9094257,107.60290095,way,530328236,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,10248097486,5249.752571810622
-6.9099395999999995,107.60287784903821,way,530328237,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=residential,5353778490,4240.479069491532
-6.87363595,107.6131806051812,way,530331328,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5149948157,5430.508264866332
-6.8736935,107.61305909943502,way,530331329,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5149948157,5430.508264866332
-6.873689349999999,107.61294752542898,way,530331330,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,5149948157,5430.508264866332
-6.8736048,107.61277144202596,way,530331331,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3443082609,5399.967836260308
-6.8735644,107.61261355483725,way,530331332,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3443082609,5399.967836260308
-6.8730507,107.61250768346153,way,530331333,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3443082595,5418.794159150673
-6.873264450000001,107.61219122128252,way,530331334,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3443082595,5418.794159150673
-6.8733256,107.61234964862832,way,530331335,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3443082595,5418.794159150673
-6.8739481,107.61277502715146,way,530331336,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3443082609,5399.967836260308
-6.8740091,107.61259964617796,way,530331337,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3443082634,5362.509664967271
-6.8741994,107.61254365206835,way,530331338,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3443082634,5362.509664967271
-6.87497895,107.61229030381898,way,530331344,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,3443082707,5382.287189300309
-6.87514145,107.61224963785978,way,530331345,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,9766073486,5394.635430635555
-6.87529245,107.61235903786596,way,530331346,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,9766073486,5394.635430635555
-6.8753767,107.61203080353117,way,530331347,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,13874844922,5214.062429339584
-6.87574395,107.6118834908589,way,530331348,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1708607127,5168.131341980119
-6.87557085,107.61192537016763,way,530331349,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1708607127,5168.131341980119
-6.8754713,107.61197494425858,way,530331350,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1708607127,5168.131341980119
-6.875272900000001,107.61218405,way,530331351,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,13874844922,5214.062429339584
-6.87571395,107.6121617,way,530331352,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building=house,1709848348,5105.7467173154
